transaction_id,customer_id,date,amount,type,merchant
T02581,C0168,2024-06-05,15230,Debit,ATM Withdrawal
T02582,C0195,2024-11-30,10686,Debit,Amazon
T02583,C0140,2024-09-14,6452,Debit,Salary
T02584,C0076,2023-08-25,38107,Credit,Salary
T02585,C0169,2023-06-19,19884,Debit,Electric Bill
T02586,C0029,2024-10-20,18964,Debit,Flipkart
T02587,C0085,2023-11-26,15332,Debit,Electric Bill
T02588,C0114,2023-10-04,10801,Debit,Amazon
T02589,C0012,2023-03-02,12885,Debit,Swiggy
T02590,C0035,2023-07-17,49043,Credit,Zomato
T02591,C0038,2024-04-08,52930,Credit,ATM Withdrawal
T02592,C0157,2023-06-02,19610,Debit,Amazon
T02593,C0068,2024-03-29,12285,Debit,Electric Bill
T02594,C0078,2023-03-21,2963,Debit,Amazon
T02595,C0101,2024-02-05,37295,Credit,Salary
T02596,C0146,2023-09-10,7440,Debit,Salary
T02597,C0072,2024-06-30,15621,Debit,Rent
T02598,C0100,2024-01-08,12521,Debit,Electric Bill
T02599,C0194,2023-07-26,22810,Credit,Electric Bill
T02600,C0138,2023-09-26,2063,Debit,Electric Bill
T02601,C0075,2024-09-09,32352,Credit,Zomato
T02602,C0168,2023-04-26,10680,Debit,Salary
T02603,C0020,2023-03-17,18620,Credit,Amazon
T02604,C0168,2023-04-01,36881,Credit,Swiggy
T02605,C0040,2024-02-26,47466,Credit,Electric Bill
T02606,C0178,2023-03-05,44045,Credit,Amazon
T02607,C0146,2023-06-05,15215,Credit,ATM Withdrawal
T02608,C0034,2024-10-08,56920,Credit,Salary
T02609,C0195,2024-11-11,4789,Debit,Rent
T02610,C0138,2024-04-13,48719,Credit,Swiggy
T02611,C0088,2023-05-29,76748,Credit,Swiggy
T02612,C0003,2024-11-02,64904,Credit,Amazon
T02613,C0036,2023-08-11,62870,Credit,Flipkart
T02614,C0067,2024-07-17,49237,Credit,Rent
T02615,C0097,2023-03-27,11445,Debit,Salary
T02616,C0141,2024-08-08,78749,Credit,Rent
T02617,C0012,2023-01-23,11071,Debit,Amazon
T02618,C0198,2024-04-08,13002,Debit,Rent
T02619,C0066,2024-02-29,36278,Credit,Salary
T02620,C0093,2024-01-12,286,Debit,Electric Bill
T02621,C0055,2023-07-01,184,Debit,ATM Withdrawal
T02622,C0195,2023-05-08,6636,Credit,Electric Bill
T02623,C0050,2024-04-18,10754,Debit,Electric Bill
T02624,C0138,2023-01-08,50362,Credit,Electric Bill
T02625,C0050,2024-06-16,12736,Debit,ATM Withdrawal
T02626,C0087,2023-11-08,9468,Credit,Amazon
T02627,C0030,2024-05-15,24131,Credit,Zomato
T02628,C0031,2023-01-31,56879,Credit,Flipkart
T02629,C0038,2024-04-03,11417,Debit,Amazon
T02630,C0152,2023-03-31,5279,Credit,Flipkart
T02631,C0151,2023-04-03,2142,Debit,Rent
T02632,C0092,2024-07-28,15266,Debit,Rent
T02633,C0063,2023-12-17,53040,Credit,Salary
T02634,C0063,2023-05-08,55004,Credit,Amazon
T02635,C0048,2024-01-08,55175,Credit,Electric Bill
T02636,C0142,2023-12-30,19282,Debit,Electric Bill
T02637,C0142,2023-06-10,17718,Debit,Salary
T02638,C0155,2024-04-13,14806,Debit,ATM Withdrawal
T02639,C0054,2023-05-25,66695,Credit,Salary
T02640,C0184,2023-02-17,15752,Debit,Zomato
T02641,C0069,2023-07-29,29417,Credit,Salary
T02642,C0099,2024-05-27,24853,Credit,Zomato
T02643,C0045,2024-09-22,19277,Credit,Salary
T02644,C0043,2024-03-17,5841,Debit,Electric Bill
T02645,C0033,2024-09-03,35502,Credit,ATM Withdrawal
T02646,C0035,2024-10-29,5275,Debit,Rent
T02647,C0138,2023-05-28,53531,Credit,Salary
T02648,C0141,2024-05-16,5955,Debit,Flipkart
T02649,C0083,2023-01-07,9424,Debit,Swiggy
T02650,C0003,2023-02-26,15268,Debit,Amazon
T02651,C0038,2023-02-08,1230,Debit,Flipkart
T02652,C0085,2023-01-14,52565,Credit,Zomato
T02653,C0026,2023-03-15,39087,Credit,Swiggy
T02654,C0042,2024-09-07,15743,Debit,Electric Bill
T02655,C0153,2024-09-04,60410,Credit,Swiggy
T02656,C0189,2023-12-17,562,Debit,Zomato
T02657,C0194,2024-09-20,5217,Debit,Electric Bill
T02658,C0038,2023-01-24,544,Debit,Salary
T02659,C0197,2023-11-26,12279,Debit,Zomato
T02660,C0028,2024-11-14,46679,Credit,Electric Bill
T02661,C0127,2024-11-03,1816,Debit,ATM Withdrawal
T02662,C0004,2024-03-12,42036,Credit,Rent
T02663,C0159,2023-01-09,24413,Credit,Amazon
T02664,C0081,2024-01-09,64579,Credit,Salary
T02665,C0031,2023-11-07,18789,Debit,Flipkart
T02666,C0031,2023-12-22,3052,Debit,Swiggy
T02667,C0077,2024-05-21,8993,Debit,Amazon
T02668,C0185,2023-07-29,12010,Credit,Flipkart
T02669,C0063,2023-02-16,11304,Debit,Zomato
T02670,C0156,2024-07-01,18491,Debit,Zomato
T02671,C0064,2024-04-08,11385,Debit,Zomato
T02672,C0093,2023-06-06,3538,Debit,Salary
T02673,C0038,2024-03-08,63313,Credit,Flipkart
T02674,C0146,2024-08-27,13343,Debit,Salary
T02675,C0035,2023-01-02,16700,Debit,Amazon
T02676,C0131,2024-07-18,26279,Credit,Amazon
T02677,C0058,2023-06-18,19806,Credit,Electric Bill
T02678,C0019,2024-11-06,59450,Credit,Salary
T02679,C0016,2024-11-14,25512,Credit,Flipkart
T02680,C0030,2024-04-16,16193,Debit,Salary
T02681,C0075,2023-01-01,39146,Credit,Swiggy
T02682,C0065,2023-02-01,537,Debit,Salary
T02683,C0144,2024-09-08,6349,Credit,Swiggy
T02684,C0065,2023-06-19,6249,Debit,ATM Withdrawal
T02685,C0076,2024-11-18,65834,Credit,Electric Bill
T02686,C0114,2023-11-18,2000,Debit,Rent
T02687,C0072,2023-12-24,4074,Debit,Electric Bill
T02688,C0158,2023-07-12,7921,Debit,Rent
T02689,C0183,2023-07-06,9899,Debit,Salary
T02690,C0053,2023-03-26,41839,Credit,Swiggy
T02691,C0093,2023-09-07,76749,Credit,Zomato
T02692,C0017,2023-07-06,2239,Debit,Amazon
T02693,C0039,2024-09-04,1487,Debit,Rent
T02694,C0109,2023-09-10,79181,Credit,Swiggy
T02695,C0040,2024-02-11,24866,Credit,Rent
T02696,C0178,2023-01-23,29390,Credit,Amazon
T02697,C0033,2024-10-06,2545,Debit,Zomato
T02698,C0004,2023-12-31,68436,Credit,Flipkart
T02699,C0047,2023-01-22,17586,Debit,Amazon
T02700,C0157,2023-03-13,18383,Debit,ATM Withdrawal
T02701,C0156,2023-01-13,12133,Debit,Rent
T02702,C0194,2024-04-03,70449,Credit,Salary
T02703,C0006,2024-02-13,69966,Credit,Salary
T02704,C0158,2024-11-01,58526,Credit,Swiggy
T02705,C0156,2023-06-25,52281,Credit,Salary
T02706,C0049,2023-06-09,33616,Credit,Swiggy
T02707,C0083,2023-05-26,76688,Credit,Electric Bill
T02708,C0098,2023-01-06,1949,Debit,ATM Withdrawal
T02709,C0059,2024-09-17,16798,Debit,Electric Bill
T02710,C0160,2023-09-19,15154,Debit,Zomato
T02711,C0132,2023-02-22,72521,Credit,Zomato
T02712,C0103,2024-03-09,8588,Debit,Amazon
T02713,C0078,2023-11-30,1545,Debit,Salary
T02714,C0188,2024-08-16,21412,Credit,ATM Withdrawal
T02715,C0087,2024-09-23,3754,Debit,Rent
T02716,C0161,2023-05-09,43485,Credit,ATM Withdrawal
T02717,C0048,2023-12-27,50191,Credit,Amazon
T02718,C0126,2023-01-14,15987,Debit,Zomato
T02719,C0110,2024-11-25,55956,Credit,Salary
T02720,C0109,2024-08-05,6783,Debit,Amazon
T02721,C0182,2023-05-09,47100,Credit,Zomato
T02722,C0179,2023-12-29,17561,Credit,Swiggy
T02723,C0024,2024-07-30,2057,Debit,Flipkart
T02724,C0163,2024-07-22,75650,Credit,Amazon
T02725,C0083,2024-04-23,6920,Credit,Salary
T02726,C0135,2024-05-25,4901,Debit,Flipkart
T02727,C0028,2023-08-26,13678,Debit,Zomato
T02728,C0170,2024-05-15,14518,Credit,ATM Withdrawal
T02729,C0183,2023-07-15,106,Debit,Rent
T02730,C0139,2024-03-30,4390,Debit,Salary
T02731,C0119,2023-01-21,11757,Debit,Electric Bill
T02732,C0035,2024-07-06,14698,Debit,ATM Withdrawal
T02733,C0132,2023-11-18,16277,Debit,Rent
T02734,C0034,2024-01-23,28335,Credit,Amazon
T02735,C0131,2024-04-27,35954,Credit,Electric Bill
T02736,C0087,2023-05-19,45716,Credit,Swiggy
T02737,C0026,2023-07-12,8310,Debit,Rent
T02738,C0143,2024-10-16,4470,Debit,Rent
T02739,C0076,2023-01-08,19622,Debit,Salary
T02740,C0053,2023-10-01,56222,Credit,Amazon
T02741,C0073,2023-05-26,3700,Debit,Flipkart
T02742,C0122,2024-07-19,14997,Debit,Swiggy
T02743,C0177,2024-11-05,15433,Debit,Swiggy
T02744,C0017,2024-02-09,29164,Credit,Zomato
T02745,C0027,2024-03-20,14896,Credit,Swiggy
T02746,C0138,2023-11-25,1956,Debit,Amazon
T02747,C0025,2023-12-02,7529,Debit,Rent
T02748,C0015,2024-02-05,11380,Debit,Swiggy
T02749,C0033,2024-02-19,4435,Debit,ATM Withdrawal
T02750,C0005,2024-04-22,15550,Debit,Electric Bill
T02751,C0088,2024-01-27,11014,Debit,Zomato
T02752,C0186,2023-10-02,25356,Credit,Flipkart
T02753,C0016,2023-07-28,35426,Credit,Electric Bill
T02754,C0029,2023-03-02,700,Debit,Salary
T02755,C0024,2024-02-12,15282,Debit,Electric Bill
T02756,C0027,2023-01-03,28430,Credit,Salary
T02757,C0200,2023-03-16,4065,Debit,Amazon
T02758,C0134,2024-09-08,4584,Debit,Swiggy
T02759,C0196,2024-02-02,792,Debit,Rent
T02760,C0020,2023-10-14,6365,Credit,Flipkart
T02761,C0007,2023-12-01,3298,Debit,Salary
T02762,C0044,2024-01-20,1633,Debit,Amazon
T02763,C0138,2023-04-29,2367,Debit,Rent
T02764,C0171,2023-10-11,43787,Credit,Salary
T02765,C0050,2023-11-08,37460,Credit,Zomato
T02766,C0034,2023-08-05,47702,Credit,Zomato
T02767,C0159,2023-06-23,3764,Debit,Flipkart
T02768,C0140,2023-12-12,52461,Credit,ATM Withdrawal
T02769,C0100,2024-01-24,42672,Credit,Salary
T02770,C0010,2023-12-18,1893,Debit,Zomato
T02771,C0174,2023-08-15,19002,Debit,Flipkart
T02772,C0020,2024-02-07,15956,Debit,Flipkart
T02773,C0198,2024-04-06,15025,Debit,Amazon
T02774,C0045,2024-06-23,18839,Credit,Swiggy
T02775,C0157,2023-09-23,19872,Debit,Zomato
T02776,C0110,2023-04-09,35999,Credit,Amazon
T02777,C0008,2023-08-22,12942,Debit,ATM Withdrawal
T02778,C0150,2024-08-05,10402,Debit,Salary
T02779,C0175,2023-01-13,60777,Credit,Electric Bill
T02780,C0110,2023-01-09,13265,Debit,Zomato
T02781,C0104,2023-12-24,11178,Debit,Electric Bill
T02782,C0061,2023-04-07,26337,Credit,Salary
T02783,C0168,2024-11-08,69372,Credit,Electric Bill
T02784,C0050,2023-11-30,5910,Debit,Zomato
T02785,C0111,2023-10-04,18826,Debit,Zomato
T02786,C0090,2023-12-09,13339,Debit,Electric Bill
T02787,C0155,2024-04-25,43728,Credit,Amazon
T02788,C0099,2024-02-01,10267,Debit,Salary
T02789,C0011,2023-10-15,20926,Credit,Salary
T02790,C0164,2024-06-06,49510,Credit,Zomato
T02791,C0045,2023-06-06,45396,Credit,Rent
T02792,C0045,2024-08-31,18704,Debit,ATM Withdrawal
T02793,C0071,2023-06-05,54050,Credit,Swiggy
T02794,C0069,2024-04-14,1899,Debit,ATM Withdrawal
T02795,C0072,2024-02-01,12343,Credit,Amazon
T02796,C0195,2024-03-02,6844,Debit,Salary
T02797,C0197,2023-01-29,17145,Debit,Zomato
T02798,C0041,2024-09-30,37683,Credit,Flipkart
T02799,C0034,2024-08-17,19826,Debit,Amazon
T02800,C0060,2024-07-30,5985,Debit,Rent
T02801,C0022,2023-07-03,63251,Credit,Swiggy
T02802,C0015,2023-09-07,46335,Credit,Salary
T02803,C0091,2024-02-28,59711,Credit,Electric Bill
T02804,C0128,2023-06-07,1006,Debit,Electric Bill
T02805,C0153,2023-02-15,48619,Credit,Swiggy
T02806,C0076,2023-07-07,10772,Debit,ATM Withdrawal
T02807,C0111,2023-05-11,10719,Debit,Zomato
T02808,C0189,2023-10-28,54233,Credit,Zomato
T02809,C0141,2024-01-02,15550,Debit,ATM Withdrawal
T02810,C0112,2023-11-25,72824,Credit,Electric Bill
T02811,C0137,2023-03-17,13528,Credit,Salary
T02812,C0032,2023-06-09,54823,Credit,Salary
T02813,C0090,2024-04-22,10041,Debit,Salary
T02814,C0035,2023-01-03,1481,Debit,ATM Withdrawal
T02815,C0128,2023-10-18,16832,Credit,Flipkart
T02816,C0025,2023-12-24,8436,Debit,Salary
T02817,C0147,2023-06-15,13558,Debit,Salary
T02818,C0154,2024-09-11,345,Debit,ATM Withdrawal
T02819,C0136,2024-03-19,19706,Debit,ATM Withdrawal
T02820,C0103,2024-05-04,13776,Debit,Salary
T02821,C0116,2024-08-18,16784,Debit,ATM Withdrawal
T02822,C0047,2023-03-18,8167,Debit,Amazon
T02823,C0166,2024-09-21,9194,Debit,Flipkart
T02824,C0189,2023-07-05,19590,Debit,Electric Bill
T02825,C0080,2024-08-14,39271,Credit,Salary
T02826,C0034,2023-07-25,12741,Debit,Flipkart
T02827,C0169,2024-04-15,17443,Credit,Amazon
T02828,C0036,2023-08-21,3783,Debit,Zomato
T02829,C0036,2024-06-29,9755,Credit,Electric Bill
T02830,C0151,2023-12-06,7961,Credit,Swiggy
T02831,C0054,2024-10-23,62263,Credit,Amazon
T02832,C0137,2023-09-13,51850,Credit,Amazon
T02833,C0128,2023-12-30,9011,Debit,Rent
T02834,C0015,2023-12-27,6526,Debit,Rent
T02835,C0058,2024-07-29,29866,Credit,Zomato
T02836,C0163,2023-03-06,4343,Debit,Salary
T02837,C0029,2023-09-15,7515,Debit,Rent
T02838,C0105,2023-02-27,20887,Credit,Electric Bill
T02839,C0124,2024-03-09,23057,Credit,Flipkart
T02840,C0200,2023-06-17,9598,Debit,Amazon
T02841,C0084,2024-01-29,15445,Debit,Swiggy
T02842,C0051,2024-07-05,33494,Credit,Salary
T02843,C0126,2023-01-23,46542,Credit,ATM Withdrawal
T02844,C0029,2023-09-25,75164,Credit,Flipkart
T02845,C0097,2023-06-29,45257,Credit,ATM Withdrawal
T02846,C0188,2024-08-05,68144,Credit,Amazon
T02847,C0025,2023-07-10,13487,Debit,Salary
T02848,C0004,2024-11-15,52951,Credit,Electric Bill
T02849,C0165,2023-10-06,5361,Debit,Rent
T02850,C0026,2024-01-14,5378,Debit,Salary
T02851,C0047,2024-09-19,54768,Credit,Rent
T02852,C0113,2023-09-22,3486,Debit,Amazon
T02853,C0009,2024-03-24,7107,Debit,Flipkart
T02854,C0089,2023-12-16,22144,Credit,Salary
T02855,C0151,2024-01-17,4521,Debit,Flipkart
T02856,C0003,2024-05-16,53500,Credit,Amazon
T02857,C0039,2023-10-06,7094,Debit,Amazon
T02858,C0155,2024-03-10,14648,Credit,Electric Bill
T02859,C0095,2024-04-13,3008,Debit,Salary
T02860,C0183,2023-09-14,67091,Credit,Flipkart
T02861,C0159,2024-04-29,15532,Credit,Zomato
T02862,C0074,2024-08-13,8083,Debit,Rent
T02863,C0044,2024-01-07,9505,Debit,Electric Bill
T02864,C0149,2024-06-15,7211,Debit,Swiggy
T02865,C0071,2024-10-03,9418,Debit,Salary
T02866,C0001,2023-10-15,3970,Debit,Rent
T02867,C0030,2024-06-26,10772,Debit,ATM Withdrawal
T02868,C0065,2024-02-03,23947,Credit,Flipkart
T02869,C0184,2024-03-02,112,Debit,Zomato
T02870,C0058,2023-04-22,52389,Credit,Zomato
T02871,C0008,2023-05-29,68374,Credit,Flipkart
T02872,C0159,2023-08-23,170,Debit,Salary
T02873,C0060,2024-08-17,19548,Debit,Rent
T02874,C0059,2023-04-20,68933,Credit,ATM Withdrawal
T02875,C0028,2024-09-13,62746,Credit,Rent
T02876,C0132,2023-02-08,16320,Debit,Rent
T02877,C0197,2024-01-19,48993,Credit,Swiggy
T02878,C0074,2024-03-20,50602,Credit,Rent
T02879,C0129,2024-05-08,17213,Debit,Zomato
T02880,C0058,2024-06-03,75274,Credit,Swiggy
T02881,C0066,2024-07-06,25861,Credit,ATM Withdrawal
T02882,C0125,2024-03-28,41973,Credit,ATM Withdrawal
T02883,C0007,2023-07-08,5067,Debit,Salary
T02884,C0171,2023-04-21,71210,Credit,Amazon
T02885,C0176,2023-11-13,29295,Credit,Salary
T02886,C0089,2024-09-09,8322,Debit,Salary
T02887,C0074,2024-02-18,19591,Debit,Swiggy
T02888,C0155,2023-11-26,16167,Credit,Salary
T02889,C0107,2023-04-05,8775,Debit,Electric Bill
T02890,C0088,2024-11-18,46734,Credit,Rent
T02891,C0053,2023-12-29,65596,Credit,Flipkart
T02892,C0020,2023-03-14,70430,Credit,Amazon
T02893,C0003,2023-05-14,4285,Debit,ATM Withdrawal
T02894,C0077,2024-02-23,60356,Credit,Electric Bill
T02895,C0169,2023-11-20,5019,Credit,Swiggy
T02896,C0062,2023-07-02,34921,Credit,Flipkart
T02897,C0062,2024-07-11,41204,Credit,ATM Withdrawal
T02898,C0037,2023-04-02,3051,Debit,ATM Withdrawal
T02899,C0028,2024-02-18,8307,Debit,Zomato
T02900,C0042,2023-06-13,25718,Credit,Rent
T02901,C0010,2024-07-10,19404,Credit,Electric Bill
T02902,C0145,2024-08-09,9434,Debit,Electric Bill
T02903,C0080,2024-05-24,9642,Credit,Amazon
T02904,C0048,2023-03-28,69871,Credit,Swiggy
T02905,C0161,2024-06-19,61508,Credit,Zomato
T02906,C0128,2024-06-12,2848,Debit,Flipkart
T02907,C0175,2023-09-17,18479,Debit,Zomato
T02908,C0170,2024-05-04,77788,Credit,Rent
T02909,C0102,2023-09-22,36170,Credit,Flipkart
T02910,C0091,2023-03-27,8129,Debit,Flipkart
T02911,C0036,2024-06-09,8044,Credit,Rent
T02912,C0029,2023-09-20,58930,Credit,Rent
T02913,C0144,2023-05-13,39342,Credit,Swiggy
T02914,C0147,2024-09-05,2451,Debit,Salary
T02915,C0084,2023-06-14,30234,Credit,Zomato
T02916,C0096,2023-09-13,8448,Debit,Swiggy
T02917,C0157,2023-08-07,15608,Credit,Swiggy
T02918,C0140,2024-08-27,17158,Debit,Flipkart
T02919,C0008,2023-01-29,18606,Debit,Electric Bill
T02920,C0047,2023-11-08,20481,Credit,ATM Withdrawal
T02921,C0023,2023-07-11,4165,Debit,Swiggy
T02922,C0182,2023-09-06,314,Debit,Electric Bill
T02923,C0114,2023-01-19,47817,Credit,Electric Bill
T02924,C0129,2023-12-30,50445,Credit,Swiggy
T02925,C0134,2024-06-08,49556,Credit,Rent
T02926,C0034,2023-01-10,62905,Credit,ATM Withdrawal
T02927,C0103,2024-10-15,9028,Debit,Zomato
T02928,C0071,2024-07-14,21757,Credit,Electric Bill
T02929,C0134,2023-06-23,63792,Credit,Rent
T02930,C0147,2024-04-02,57769,Credit,Flipkart
T02931,C0100,2024-07-09,9464,Debit,Amazon
T02932,C0134,2023-09-23,17350,Credit,Zomato
T02933,C0050,2023-08-21,39058,Credit,Salary
T02934,C0160,2023-11-04,530,Debit,Zomato
T02935,C0069,2023-11-20,74545,Credit,Amazon
T02936,C0045,2023-10-26,8512,Debit,Flipkart
T02937,C0027,2024-04-22,10946,Debit,Zomato
T02938,C0197,2023-01-17,67558,Credit,Zomato
T02939,C0010,2023-01-15,13007,Debit,Flipkart
T02940,C0134,2024-10-30,9891,Debit,Salary
T02941,C0136,2024-07-15,70109,Credit,Salary
T02942,C0156,2023-03-01,468,Debit,Electric Bill
T02943,C0075,2023-09-14,41586,Credit,Flipkart
T02944,C0099,2024-01-28,9530,Debit,Electric Bill
T02945,C0129,2023-01-16,13549,Debit,Electric Bill
T02946,C0028,2024-10-08,6253,Credit,Zomato
T02947,C0121,2024-04-03,15717,Debit,Swiggy
T02948,C0099,2024-06-16,22057,Credit,Flipkart
T02949,C0100,2024-03-26,12312,Debit,Flipkart
T02950,C0081,2024-01-11,13332,Credit,Rent
T02951,C0118,2024-10-12,42738,Credit,ATM Withdrawal
T02952,C0182,2024-02-02,5149,Credit,Salary
T02953,C0139,2024-05-30,35632,Credit,Salary
T02954,C0084,2024-09-05,7678,Debit,Electric Bill
T02955,C0076,2023-09-28,18689,Debit,Flipkart
T02956,C0136,2023-12-19,9671,Debit,Rent
T02957,C0010,2024-07-08,54367,Credit,Salary
T02958,C0108,2024-09-23,5936,Debit,Salary
T02959,C0162,2024-06-09,14131,Debit,Swiggy
T02960,C0085,2023-07-10,16693,Credit,Electric Bill
T02961,C0112,2023-03-02,12039,Debit,Flipkart
T02962,C0149,2024-09-30,67264,Credit,Amazon
T02963,C0160,2023-11-28,13692,Debit,Electric Bill
T02964,C0070,2024-06-30,18608,Debit,ATM Withdrawal
T02965,C0079,2024-04-07,66500,Credit,Rent
T02966,C0172,2023-09-05,9831,Debit,Swiggy
T02967,C0190,2023-08-28,14187,Credit,ATM Withdrawal
T02968,C0109,2024-07-21,11034,Debit,Rent
T02969,C0137,2023-06-11,24258,Credit,Salary
T02970,C0061,2024-11-30,12919,Credit,Zomato
T02971,C0093,2024-11-21,12436,Debit,Swiggy
T02972,C0134,2023-07-29,4255,Debit,Electric Bill
T02973,C0163,2024-08-03,77489,Credit,Zomato
T02974,C0014,2023-01-18,17339,Debit,Zomato
T02975,C0043,2023-04-18,77641,Credit,Rent
T02976,C0017,2024-03-16,15093,Credit,Salary
T02977,C0113,2024-08-19,33165,Credit,ATM Withdrawal
T02978,C0085,2023-05-29,47686,Credit,Rent
T02979,C0020,2024-02-25,6646,Debit,Salary
T02980,C0090,2024-11-13,26759,Credit,ATM Withdrawal
T02981,C0018,2023-12-07,7922,Debit,Swiggy
T02982,C0045,2023-10-29,61557,Credit,Rent
T02983,C0174,2023-01-05,26306,Credit,Electric Bill
T02984,C0062,2024-10-29,38574,Credit,Flipkart
T02985,C0171,2023-05-03,60649,Credit,Rent
T02986,C0017,2023-09-18,49810,Credit,Rent
T02987,C0160,2024-04-26,10454,Debit,ATM Withdrawal
T02988,C0026,2023-03-25,53397,Credit,Zomato
T02989,C0074,2023-03-18,12821,Debit,Flipkart
T02990,C0124,2023-09-23,76122,Credit,Salary
T02991,C0184,2023-07-07,11930,Debit,Flipkart
T02992,C0042,2023-10-17,42108,Credit,Salary
T02993,C0159,2023-07-10,66006,Credit,Amazon
T02994,C0200,2023-06-29,14441,Debit,Salary
T02995,C0116,2023-05-11,19430,Credit,Flipkart
T02996,C0082,2023-01-13,17121,Debit,Swiggy
T02997,C0076,2024-02-20,70430,Credit,Swiggy
T02998,C0157,2023-11-18,3215,Debit,Electric Bill
T02999,C0040,2023-10-21,27352,Credit,Electric Bill
T03000,C0030,2024-02-19,46558,Credit,Swiggy
T03001,C0134,2024-08-23,1187,Debit,Flipkart
T03002,C0200,2024-04-20,14409,Debit,Amazon
T03003,C0018,2024-10-28,16375,Debit,Zomato
T03004,C0086,2023-10-24,13091,Debit,ATM Withdrawal
T03005,C0182,2023-08-21,42493,Credit,Salary
T03006,C0182,2024-03-06,13161,Credit,Electric Bill
T03007,C0172,2024-09-23,73051,Credit,Amazon
T03008,C0139,2023-06-04,32188,Credit,Rent
T03009,C0033,2023-08-20,14330,Debit,Rent
T03010,C0083,2024-08-18,13434,Debit,Electric Bill
T03011,C0138,2024-09-11,77083,Credit,ATM Withdrawal
T03012,C0081,2023-08-09,4807,Debit,Electric Bill
T03013,C0175,2023-05-06,17753,Debit,Amazon
T03014,C0011,2024-03-27,24876,Credit,Swiggy
T03015,C0199,2023-08-03,76681,Credit,ATM Withdrawal
T03016,C0121,2024-01-03,40562,Credit,Amazon
T03017,C0145,2023-07-19,17833,Debit,Swiggy
T03018,C0073,2023-04-17,75484,Credit,Swiggy
T03019,C0029,2024-09-11,17372,Credit,Salary
T03020,C0070,2023-02-01,9605,Debit,ATM Withdrawal
T03021,C0070,2024-05-25,59789,Credit,Flipkart
T03022,C0078,2024-01-13,16206,Credit,Zomato
T03023,C0036,2024-06-15,16152,Debit,Swiggy
T03024,C0059,2023-10-02,19305,Credit,Electric Bill
T03025,C0104,2024-01-10,14648,Debit,Zomato
T03026,C0017,2023-10-07,21785,Credit,Flipkart
T03027,C0126,2023-07-04,66079,Credit,Rent
T03028,C0199,2023-05-23,17102,Debit,Flipkart
T03029,C0179,2024-10-17,75278,Credit,Electric Bill
T03030,C0076,2023-05-21,16524,Debit,ATM Withdrawal
T03031,C0112,2023-01-27,16669,Debit,Flipkart
T03032,C0057,2023-12-16,18553,Debit,Zomato
T03033,C0069,2024-04-08,10922,Debit,Swiggy
T03034,C0193,2023-05-22,18775,Debit,Swiggy
T03035,C0083,2023-05-06,19055,Debit,Rent
T03036,C0166,2024-06-19,73182,Credit,Swiggy
T03037,C0060,2023-03-11,7376,Debit,ATM Withdrawal
T03038,C0150,2024-05-16,11675,Credit,Salary
T03039,C0081,2024-08-29,19127,Debit,ATM Withdrawal
T03040,C0076,2023-07-31,20795,Credit,Flipkart
T03041,C0157,2023-01-04,6016,Debit,Zomato
T03042,C0127,2024-01-13,5264,Credit,Rent
T03043,C0098,2023-04-27,18074,Debit,Amazon
T03044,C0026,2023-03-05,11316,Debit,Flipkart
T03045,C0067,2024-03-20,58893,Credit,ATM Withdrawal
T03046,C0102,2023-02-24,3275,Debit,Rent
T03047,C0084,2023-11-22,5270,Debit,Rent
T03048,C0005,2024-04-21,28045,Credit,Amazon
T03049,C0129,2023-12-20,14299,Debit,Amazon
T03050,C0103,2024-09-18,32426,Credit,Rent
T03051,C0130,2023-10-22,5609,Credit,Zomato
T03052,C0176,2024-08-10,15041,Debit,Rent
T03053,C0038,2024-03-29,17883,Debit,Rent
T03054,C0026,2023-09-03,6206,Debit,Swiggy
T03055,C0004,2023-12-05,2233,Debit,Rent
T03056,C0118,2023-05-18,12481,Debit,Flipkart
T03057,C0085,2024-08-14,14976,Credit,Salary
T03058,C0074,2024-03-02,22299,Credit,Amazon
T03059,C0028,2023-08-27,47308,Credit,Swiggy
T03060,C0173,2023-11-03,27692,Credit,Salary
T03061,C0171,2023-05-05,7352,Debit,Salary
T03062,C0039,2023-09-21,496,Debit,Flipkart
T03063,C0048,2024-01-22,16571,Debit,Salary
T03064,C0149,2024-05-13,7793,Debit,ATM Withdrawal
T03065,C0098,2023-02-18,60379,Credit,ATM Withdrawal
T03066,C0177,2023-04-25,8685,Debit,Zomato
T03067,C0008,2023-03-17,7384,Debit,Amazon
T03068,C0108,2024-09-05,48919,Credit,Swiggy
T03069,C0040,2023-08-16,13379,Debit,ATM Withdrawal
T03070,C0029,2023-12-17,5323,Debit,Flipkart
T03071,C0106,2024-06-09,8058,Debit,Flipkart
T03072,C0110,2024-02-23,14330,Debit,Amazon
T03073,C0070,2024-03-13,19191,Debit,Swiggy
T03074,C0013,2024-06-10,70484,Credit,Swiggy
T03075,C0018,2023-08-22,72024,Credit,Electric Bill
T03076,C0106,2023-06-25,19939,Debit,Rent
T03077,C0176,2023-08-08,31554,Credit,Swiggy
T03078,C0170,2023-08-22,13388,Debit,Swiggy
T03079,C0196,2024-11-28,58972,Credit,Salary
T03080,C0031,2024-03-10,31904,Credit,Rent
T03081,C0117,2024-11-27,16308,Debit,Flipkart
T03082,C0152,2024-03-12,47534,Credit,Salary
T03083,C0064,2024-03-27,33182,Credit,ATM Withdrawal
T03084,C0009,2023-11-02,6872,Debit,Salary
